Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Ipanema;3;3;3;169;9000.0;2300.0;886.0
Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0
Apartamento;Quintino Bocaiúva;2;0;0;67;900.0;320.0;0.0
Apartamento;Leblon;3;1;0;74;3300.0;700.0;83.0
Apartamento;Copacabana;2;0;0;110;2800.0;800.0;120.0
Apartamento;Leme;1;0;0;31;1140.0;420.0;24.0
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0
Casa;Santa Teresa;5;3;0;260;7000.0;0.0;163.0
Apartamento;Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0
Apartamento;Inhaúma;3;1;0;60;750.0;236.0;0.0
Apartamento;Glória;1;0;0;48;1400.0;480.0;20.0
Apartamento;Copacabana;5;1;1;400;8500.0;2160.0;365.0
Apartamento;Ipanema;2;1;0;45;3000.0;575.0;25.0
Apartamento;Pechincha;2;1;0;65;950.0;640.0;126.0
Apartamento;Leblon;2;0;0;100;3800.0;900.0;195.0
Apartamento;Grajaú;3;2;1;90;2950.0;700.0;100.0
Apartamento;Marechal Hermes;2;1;0;70;850.0;200.0;0.0
Apartamento;Grajaú;1;0;0;30;800.0;283.0;187.0
Apartamento;Praça Seca;2;1;1;63;1100.0;361.0;0.0
Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0
Apartamento;Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0
Apartamento;Laranjeiras;2;0;0;51;1900.0;450.0;25.0
Apartamento;Botafogo;1;0;0;17;1100.0;330.0;15.0
Apartamento;Botafogo;3;0;0;100;6050.0;1155.0;234.0
Apartamento;Lagoa;2;1;1;90;2700.0;1350.0;250.0
Apartamento;Lagoa;3;3;3;230;6000.0;4600.0;990.0
Apartamento;Pechincha;2;1;1;62;1700.0;500.0;67.0
Apartamento;Leblon;2;2;1;113;3500.0;1365.0;387.0
Apartamento;Flamengo;1;0;0;49;1700.0;440.0;68.0
Apartamento;Méier;1;0;0;53;900.0;484.0;37.0
Apartamento;Vila Isabel;2;1;0;63;1300.0;500.0;0.0
Casa;Vila da Penha;1;0;0;40;850.0;0.0;0.0
Quitinete;Copacabana;1;0;0;30;2600.0;500.0;0.0
Quitinete;Copacabana;1;0;0;30;3200.0;400.0;50.0
Quitinete;Centro;1;0;1;15;750.0;0.0;0.0
Apartamento;Lagoa;3;3;1;250;11000.0;3500.0;889.0
Apartamento;Humaitá;3;1;0;95;2300.0;1300.0;120.0
Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0
Apartamento;Curicica;1;1;0;45;700.0;356.0;126.0
Apartamento;Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0
Apartamento;Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0
Casa;Vaz Lobo;1;0;0;35;400.0;0.0;0.0
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0
Apartamento;Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0
Apartamento;Copacabana;3;1;0;140;3500.0;1250.0;0.0
Apartamento;Tijuca;1;1;1;87;1400.0;1057.0;162.0
Apartamento;Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0
Casa de Condomínio;Santíssimo;2;1;0;70;800.0;200.0;0.0
Apartamento;Méier;1;0;0;50;1000.0;390.0;16.0
Apartamento;Flamengo;4;1;0;240;6000.0;2050.0;701.0
Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0
Casa de Condomínio;Jardim Botânico;4;4;1;380;12000.0;870.0;1290.0
Apartamento;Jardim Botânico;2;1;1;86;4100.0;830.0;257.0
Apartamento;Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0
Apartamento;Leblon;3;1;0;110;6200.0;885.0;0.0
Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000.0;1200.0;1100.0
Apartamento;Tijuca;2;1;0;60;1800.0;420.0;0.0
Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0
Apartamento;Andaraí;1;0;1;30;1100.0;580.0;0.0
Apartamento;Pechincha;2;1;0;52;700.0;420.0;35.0
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0
Apartamento;Água Santa;2;1;0;70;800.0;250.0;14.0
Apartamento;Lagoa;2;1;0;77;2700.0;1050.0;302.0
Apartamento;Copacabana;3;1;1;194;7500.0;1710.0;4641.0
Apartamento;Leblon;3;3;1;208;8000.0;1700.0;965.0
Quitinete;Copacabana;1;0;0;25;1200.0;318.0;0.0
Apartamento;Gávea;3;1;2;220;7000.0;3200.0;450.0
Apartamento;Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0
Apartamento;Leblon;4;2;2;205;15000.0;6000.0;772.0
Apartamento;Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0
Apartamento;Leblon;3;2;1;140;4500.0;2552.0;595.0
Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0
Apartamento;Moneró;1;1;0;47;1200.0;290.0;49.0
Apartamento;Tijuca;2;1;0;70;1850.0;748.0;48.0
Apartamento;Leblon;2;1;1;82;5900.0;1128.0;300.0
Apartamento;Grajaú;2;0;0;70;1300.0;447.0;0.0
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;0.0
Apartamento;Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0
Casa;Itanhangá;3;2;1;321;9000.0;1400.0;0.0
Casa;Taquara;3;1;0;100;2100.0;250.0;0.0
Apartamento;Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0
Apartamento;Flamengo;2;1;1;60;3400.0;978.0;130.0
Apartamento;Itanhangá;2;1;1;58;900.0;500.0;212.0
Apartamento;Tijuca;3;1;1;106;2050.0;872.0;1008.0
Apartamento;Leme;1;0;0;55;2000.0;585.0;79.0
Casa;Campo Grande;2;1;0;100;1300.0;0.0;0.0
Apartamento;Ipanema;3;3;3;310;16000.0;3000.0;1100.0
Apartamento;Vila Isabel;2;1;1;79;1300.0;950.0;30.0
Apartamento;Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0
Apartamento;Copacabana;3;1;1;160;4000.0;1617.0;300.0
Quitinete;Copacabana;1;0;0;38;1800.0;500.0;100.0
Apartamento;Copacabana;1;0;0;30;1200.0;650.0;54.0
Apartamento;Quintino Bocaiúva;2;0;0;80;900.0;170.0;0.0
Apartamento;Ipanema;3;1;0;80;4000.0;1200.0;251.0
Apartamento;Leblon;4;2;2;300;28000.0;3480.0;0.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;2000.0;580.0;80.0
Apartamento;Jardim Botânico;3;2;2;145;4680.0;1296.0;317.0
Apartamento;Recreio dos Bandeirantes;3;2;1;185;2500.0;1355.0;2917.0
Apartamento;Barra da Tijuca;1;1;1;68;2800.0;1250.0;219.0
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0
Apartamento;Leblon;3;2;1;180;9500.0;2804.0;950.0
Apartamento;Copacabana;2;1;1;110;4000.0;1010.0;252.0
Apartamento;Botafogo;3;0;0;123;3200.0;421.0;182.0
Apartamento;Recreio dos Bandeirantes;3;3;1;180;1300.0;1635.0;320.0
Apartamento;Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0
Apartamento;Leblon;2;3;1;168;9000.0;2124.0;563.0
Casa de Condomínio;Campo Grande;2;2;0;100;1200.0;40.0;1.0
Apartamento;Barra da Tijuca;1;0;0;71;2100.0;1200.0;220.0
Apartamento;Tijuca;2;1;1;81;2350.0;849.0;80.0
Apartamento;Jacarepaguá;2;1;1;67;2000.0;636.0;75.0
Apartamento;Recreio dos Bandeirantes;3;3;3;200;3900.0;800.0;310.0
Apartamento;São Francisco Xavier;3;1;0;90;1900.0;210.0;160.0
Apartamento;Lagoa;2;1;1;56;3500.0;1490.0;323.0
Apartamento;Leblon;4;2;1;200;11500.0;3055.0;500.0
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;680.0;100.0
Casa;Barra da Tijuca;6;4;6;540;25000.0;2333.0;2900.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;737.0;142.0
Apartamento;Tijuca;3;0;0;98;1700.0;390.0;93.0
Apartamento;Andaraí;2;0;0;66;700.0;900.0;46.0
Apartamento;Ipanema;3;2;1;200;6300.0;2200.0;400.0
Apartamento;Pechincha;2;1;0;60;900.0;420.0;15.0
Apartamento;Vila Valqueire;3;2;1;129;2200.0;755.0;195.0
Apartamento;Santa Teresa;2;0;0;65;1400.0;600.0;0.0
Apartamento;Leblon;4;2;2;230;17900.0;5000.0;1000.0
Apartamento;Gávea;3;1;1;138;7900.0;1900.0;3418.0
Apartamento;São Conrado;3;2;1;150;6500.0;1800.0;0.0
Apartamento;Jacarepaguá;4;2;2;155;3000.0;1664.0;309.0
Apartamento;Ipanema;3;1;0;130;8000.0;2000.0;480.0
Apartamento;Botafogo;3;1;1;123;4000.0;1188.0;221.0
Apartamento;Cachambi;2;0;0;50;900.0;313.0;0.0
Apartamento;Botafogo;1;0;0;38;1300.0;400.0;25.0
Apartamento;Tijuca;2;1;0;88;1100.0;693.0;32.0
Apartamento;Lins de Vasconcelos;2;0;0;50;900.0;360.0;13.0
Apartamento;Recreio dos Bandeirantes;3;1;1;80;1700.0;900.0;195.0
Apartamento;Copacabana;1;0;0;36;1700.0;632.0;69.0
Apartamento;Campo Grande;2;1;0;70;750.0;330.0;0.0
Quitinete;Copacabana;1;0;0;30;1150.0;450.0;30.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;850.0;590.0;37.0
Apartamento;Copacabana;1;0;0;37;2200.0;555.0;70.0
Apartamento;Ipanema;3;1;1;126;6000.0;1667.0;590.0
Apartamento;Gávea;2;1;0;63;3300.0;650.0;0.0
Apartamento;Barra da Tijuca;2;1;0;74;2100.0;750.0;0.0
Apartamento;Barra da Tijuca;2;1;1;70;2300.0;1000.0;80.0
Apartamento;Barra da Tijuca;4;3;4;292;16000.0;5000.0;1500.0
Apartamento;Barra da Tijuca;4;2;1;330;9000.0;3100.0;1085.0
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;560.0;0.0
Casa;Campo Grande;2;0;0;70;1000.0;0.0;0.0
Casa;Barra da Tijuca;4;6;2;232;6500.0;1100.0;800.0
Apartamento;Flamengo;3;0;1;110;3800.0;659.0;146.0
Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;342.0
Apartamento;Glória;1;0;0;28;1500.0;250.0;0.0
Apartamento;Barra da Tijuca;2;2;1;65;1600.0;1270.0;233.0
Apartamento;Engenho Novo;2;1;0;69;1250.0;600.0;0.0
Apartamento;Camorim;2;1;0;48;1000.0;340.0;90.0
Apartamento;Leblon;4;2;2;240;17900.0;5000.0;1000.0
Apartamento;Laranjeiras;4;2;1;350;10000.0;3000.0;403.0
Apartamento;Barra da Tijuca;2;1;1;87;2300.0;1482.0;251.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;800.0;130.0
Apartamento;Barra da Tijuca;3;1;1;75;1900.0;750.0;60.0
Apartamento;Barra da Tijuca;2;1;1;80;3500.0;1100.0;140.0
Casa de Condomínio;Barra da Tijuca;5;6;5;1050;15000.0;2000.0;2000.0
Apartamento;Copacabana;3;0;2;130;4000.0;950.0;200.0
Apartamento;Cascadura;3;0;0;58;990.0;100.0;0.0
Apartamento;Humaitá;2;1;0;72;2900.0;815.0;96.0
Apartamento;Jacarepaguá;2;1;2;68;1700.0;739.0;0.0
Apartamento;São Conrado;4;2;1;230;5150.0;2225.0;350.0
Apartamento;Pechincha;2;1;1;61;1000.0;489.0;0.0
Apartamento;Urca;3;1;1;220;16000.0;2757.0;544.0
Apartamento;Copacabana;3;1;0;290;8000.0;2032.0;7000.0
Apartamento;Tijuca;2;1;0;72;1500.0;734.0;0.0
Apartamento;Praia da Bandeira;2;1;0;90;1400.0;480.0;85.0
Casa;Ramos;2;0;0;40;950.0;0.0;0.0
Apartamento;Tijuca;3;0;0;86;1500.0;690.0;83.0
Apartamento;Ipanema;3;2;1;200;9500.0;3600.0;1500.0
Apartamento;Grajaú;2;0;0;53;1200.0;270.0;17.0
Casa;Jardim Botânico;4;2;4;387;25000.0;270.0;6661.0
Casa;Anil;3;6;1;280;2800.0;0.0;190.0
Apartamento;Copacabana;2;0;1;120;3800.0;1413.0;314.0
Apartamento;Copacabana;4;1;2;270;13500.0;2800.0;0.0
Apartamento;Ipanema;3;2;1;108;6000.0;2100.0;466.0
Apartamento;Ipanema;3;2;1;220;9000.0;3600.0;1400.0
Apartamento;Ipanema;1;0;1;46;1800.0;936.0;86.0
Apartamento;Saúde;2;0;0;65;1300.0;468.0;30.0
Apartamento;Ipanema;1;0;1;48;2100.0;540.0;81.0
Apartamento;Flamengo;2;1;1;90;3000.0;1200.0;120.0
Apartamento;Itanhangá;2;0;0;56;1200.0;781.0;26.0
Apartamento;Leme;4;0;1;350;10000.0;2700.0;6500.0
Apartamento;Copacabana;2;0;1;45;1600.0;620.0;0.0
Apartamento;Barra da Tijuca;3;2;1;201;9500.0;2300.0;13500.0
Apartamento;Centro;1;0;1;38;1150.0;400.0;25.0
Apartamento;Leme;3;1;0;200;8000.0;2300.0;510.0
Apartamento;Barra da Tijuca;3;2;3;89;4500.0;1200.0;211.0
Apartamento;Barra da Tijuca;4;3;2;398;16000.0;2600.0;11000.0
Apartamento;Ipanema;2;2;1;130;8000.0;2000.0;660.0
Apartamento;Barra da Tijuca;2;1;1;69;2500.0;940.0;800.0
Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1500.0
Apartamento;Recreio dos Bandeirantes;1;1;1;45;1500.0;1200.0;440.0
Apartamento;Botafogo;1;1;0;65;2200.0;679.0;27.0
Apartamento;Barra da Tijuca;2;1;2;100;10000.0;5155.0;502.0
Apartamento;Méier;3;0;0;60;1300.0;450.0;0.0
Apartamento;Barra da Tijuca;2;2;1;75;1400.0;800.0;100.0
Apartamento;Leblon;3;1;2;155;7200.0;1515.0;538.0
Apartamento;Tijuca;2;1;1;70;1600.0;740.0;0.0
Apartamento;Leblon;2;2;1;65;5000.0;1950.0;300.0
Apartamento;Tijuca;3;2;1;150;2000.0;1700.0;210.0
Apartamento;Barra da Tijuca;4;3;4;245;11000.0;3000.0;544.0
Apartamento;Lagoa;3;2;3;125;4800.0;1600.0;460.0
Apartamento;Leblon;2;0;1;71;6700.0;2070.0;0.0
Apartamento;Anil;2;1;0;46;1100.0;430.0;12.0
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1300.0;720.0;85.0
Apartamento;Copacabana;1;0;1;39;1800.0;600.0;0.0
Apartamento;Santa Teresa;1;0;0;21;800.0;312.0;15.0
Apartamento;Vila Isabel;3;1;0;95;1250.0;650.0;60.0
Casa de Condomínio;Joá;6;4;6;550;25000.0;0.0;672.0
Apartamento;Copacabana;1;0;0;36;2200.0;590.0;0.0
Apartamento;Barra da Tijuca;2;1;1;67;2000.0;1300.0;119.0
Apartamento;Copacabana;3;2;1;190;7000.0;2000.0;639.0
Apartamento;Andaraí;3;0;0;64;1300.0;310.0;20.0
Apartamento;Ipanema;3;0;0;90;3500.0;998.0;95.0
Apartamento;Copacabana;3;1;0;90;3800.0;900.0;230.0
Apartamento;São Conrado;4;4;2;460;10000.0;5600.0;500.0
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;989.0;1313.0
Casa;Campo Grande;5;2;5;120;10000.0;0.0;0.0
Apartamento;Curicica;2;1;1;58;1350.0;590.0;560.0
Apartamento;Flamengo;4;0;1;648;18000.0;3540.0;2187.0
Casa;Vargem Grande;7;10;2;500;12000.0;0.0;20.0
Casa de Condomínio;Barra da Tijuca;5;5;5;600;20000.0;2300.0;0.0
Apartamento;São Conrado;4;3;1;260;8500.0;3650.0;1170.0
Apartamento;Ipanema;3;3;2;270;16000.0;3100.0;7813.0
Apartamento;Camorim;2;1;1;51;1200.0;550.0;650.0
Apartamento;Lagoa;3;2;1;162;5500.0;1500.0;627.0
Apartamento;Tijuca;2;1;1;85;1600.0;960.0;90.0
Apartamento;Ipanema;1;0;0;50;2100.0;630.0;0.0
Apartamento;Cachambi;2;1;0;55;1200.0;364.0;0.0
Casa;Barra da Tijuca;4;6;2;800;9800.0;0.0;490.0
Apartamento;Méier;2;1;0;77;1000.0;925.0;0.0
Apartamento;Barra da Tijuca;1;1;1;69;1900.0;1007.0;159.0
Quitinete;Copacabana;1;0;0;28;1500.0;450.0;0.0
Apartamento;Maracanã;2;1;1;85;2500.0;492.0;0.0
Casa;Recreio dos Bandeirantes;3;0;0;614;4500.0;0.0;576.0
Casa;Tijuca;4;6;0;160;3500.0;0.0;0.0
Apartamento;Tijuca;3;1;1;80;3000.0;967.0;184.0
Apartamento;Barra da Tijuca;2;1;1;70;1150.0;1260.0;160.0
Apartamento;Leblon;2;1;1;90;3500.0;1150.0;3300.0
Apartamento;Leblon;3;2;2;262;20000.0;2579.0;1351.0
Apartamento;Laranjeiras;2;1;0;63;2500.0;968.0;93.0
Apartamento;Laranjeiras;2;1;0;79;2300.0;780.0;118.0
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1790.0;196.0
Apartamento;Vila Isabel;2;0;0;80;1700.0;450.0;60.0
Apartamento;Laranjeiras;4;2;1;270;5500.0;2750.0;420.0
Apartamento;São Conrado;3;2;1;157;6400.0;1792.0;460.0
Apartamento;Ipanema;3;1;2;108;5800.0;1735.0;368.0
Apartamento;Ipanema;3;2;1;166;7000.0;3400.0;0.0
Apartamento;Botafogo;1;0;0;53;1600.0;770.0;70.0
Quitinete;Copacabana;1;0;0;15;800.0;305.0;24.0
Apartamento;Lagoa;3;1;1;120;5500.0;1080.0;555.0
Apartamento;Barra da Tijuca;3;2;2;168;3500.0;2138.0;401.0
Apartamento;Tijuca;2;0;1;48;1700.0;700.0;0.0
Apartamento;Barra da Tijuca;2;1;1;60;2800.0;900.0;149.0
Apartamento;Laranjeiras;4;0;2;217;9000.0;1200.0;0.0
Apartamento;Ipanema;2;0;0;73;3000.0;700.0;190.0
Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;540;10500.0;850.0;1000.0
Apartamento;Leblon;2;1;0;73;3800.0;1100.0;210.0
Apartamento;Copacabana;1;0;1;50;2500.0;516.0;25.0
Casa;Piedade;2;0;0;95;1100.0;0.0;0.0
Apartamento;Vila Isabel;2;2;1;91;2000.0;600.0;145.0
Apartamento;Campo Grande;2;1;0;50;1000.0;310.0;0.0
Casa de Condomínio;Barra da Tijuca;4;2;4;470;8500.0;510.0;600.0
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1846.0;438.0
Apartamento;Centro;1;0;0;35;1000.0;300.0;0.0
Apartamento;Copacabana;2;0;0;79;3500.0;960.0;171.0
Apartamento;Copacabana;4;1;1;280;8500.0;1748.0;664.0
Apartamento;Camorim;3;1;1;75;2100.0;680.0;0.0
Apartamento;Flamengo;3;2;1;286;6500.0;2500.0;0.0
Apartamento;Recreio dos Bandeirantes;2;1;1;70;2200.0;750.0;0.0
Apartamento;Ipanema;3;1;1;160;4000.0;1250.0;2.0
Apartamento;Vila Isabel;3;1;2;79;2200.0;622.0;122.0
Casa de Condomínio;Recreio dos Bandeirantes;4;2;3;227;4000.0;833.0;459.0
Apartamento;Tijuca;3;2;1;109;2500.0;742.0;105.0
Apartamento;Jardim Botânico;3;2;2;141;5000.0;1963.0;514.0
Casa;Barra da Tijuca;5;4;5;890;17000.0;2500.0;2500.0
Apartamento;Campo Grande;1;1;0;46;650.0;250.0;0.0
Apartamento;Copacabana;1;0;0;30;1300.0;400.0;25.0
Apartamento;Jacarepaguá;3;1;1;78;2000.0;1200.0;110.0
Quitinete;Glória;1;0;0;20;850.0;495.0;0.0
Apartamento;Ipanema;3;2;1;160;10000.0;1800.0;764.0
Apartamento;Catete;1;0;0;37;1300.0;360.0;24.0
Apartamento;Barra da Tijuca;4;4;4;279;24000.0;5268.0;1397.0
Apartamento;Recreio dos Bandeirantes;2;2;1;110;2300.0;648.0;156.0
Apartamento;Botafogo;3;1;1;105;5800.0;1350.0;281.0
Apartamento;Leblon;3;2;1;170;12000.0;1900.0;280.0
Apartamento;Copacabana;3;0;1;160;5000.0;800.0;190.0
Apartamento;Freguesia (Jacarepaguá);3;1;1;81;1800.0;750.0;110.0
Apartamento;Copacabana;4;1;3;217;9000.0;2754.0;650.0
Apartamento;Ipanema;5;2;2;380;12000.0;3800.0;1600.0
Apartamento;Laranjeiras;3;2;1;130;3200.0;1050.0;220.0
Apartamento;Barra da Tijuca;4;3;2;270;7000.0;2600.0;650.0
Apartamento;São Conrado;4;4;4;400;15000.0;5934.0;3182.0
Apartamento;Copacabana;1;0;0;45;1600.0;420.0;72.0
Apartamento;Barra da Tijuca;4;3;4;333;12000.0;4400.0;1200.0
Apartamento;Barra da Tijuca;2;1;1;90;2200.0;1392.0;289.0
Casa de Vila;Realengo;2;1;0;150;1200.0;0.0;0.0
Apartamento;Lagoa;2;2;2;100;3500.0;1020.0;380.0
Apartamento;Barra da Tijuca;3;2;3;102;2700.0;1523.0;2944.0
Casa;Freguesia (Jacarepaguá);4;4;1;300;4500.0;0.0;0.0
Apartamento;Copacabana;1;0;0;40;2000.0;617.0;24.0
Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1200.0;0.0
Apartamento;Leblon;2;1;0;80;5000.0;1700.0;180.0
Apartamento;Recreio dos Bandeirantes;2;2;1;84;1600.0;510.0;185.0
Apartamento;São Conrado;5;2;3;401;12900.0;3781.0;7300.0
Apartamento;Laranjeiras;3;2;1;147;4900.0;1320.0;226.0
Casa de Condomínio;Barra da Tijuca;4;3;2;450;6900.0;1150.0;750.0
Apartamento;Ipanema;3;1;1;150;6000.0;2200.0;500.0
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1300.0;100.0
Apartamento;Ipanema;3;2;1;190;4500.0;2600.0;514.0
Apartamento;Leblon;2;1;0;82;3800.0;1060.0;0.0
Apartamento;Barra da Tijuca;2;2;1;180;5000.0;1400.0;500.0
Apartamento;Copacabana;4;2;1;365;13000.0;2800.0;1491.0
Apartamento;Bonsucesso;2;0;0;61;1100.0;284.0;0.0
Apartamento;Barra da Tijuca;3;2;1;120;4100.0;1750.0;414.0
Apartamento;São Conrado;3;2;1;250;5500.0;750.0;500.0
Apartamento;Ipanema;2;1;0;124;4500.0;1177.0;297.0
Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0
Apartamento;Botafogo;1;0;0;40;1800.0;350.0;0.0
Apartamento;Laranjeiras;2;0;0;70;2200.0;500.0;74.0
Casa;Barra da Tijuca;6;1;0;425;13000.0;0.0;580.0
Apartamento;Barra da Tijuca;4;3;2;310;9500.0;2200.0;1750.0
Casa de Condomínio;Campo Grande;2;1;1;75;1100.0;400.0;0.0
Casa;Campo Grande;3;1;0;120;2800.0;0.0;0.0
Apartamento;Ipanema;2;1;0;45;3000.0;500.0;30.0
Apartamento;Flamengo;2;1;0;70;2600.0;900.0;120.0
Apartamento;Recreio dos Bandeirantes;3;2;1;80;2000.0;750.0;370.0
Apartamento;Recreio dos Bandeirantes;2;1;1;72;1500.0;650.0;131.0
Apartamento;Ipanema;3;1;1;127;7000.0;1000.0;0.0
Apartamento;Copacabana;3;1;1;100;8000.0;1050.0;340.0
Apartamento;Ipanema;3;2;1;157;9000.0;2900.0;620.0
Apartamento;Vila Isabel;1;1;1;50;1050.0;450.0;0.0
Apartamento;Leblon;3;1;1;123;8000.0;1800.0;419.0
Apartamento;Barra da Tijuca;2;1;1;90;3000.0;1860.0;450.0
Apartamento;Recreio dos Bandeirantes;3;2;3;180;1700.0;1080.0;390.0
Apartamento;Copacabana;2;2;1;98;4200.0;760.0;250.0
Apartamento;Recreio dos Bandeirantes;2;2;1;83;1900.0;768.0;0.0
Apartamento;Tijuca;2;1;1;80;1500.0;500.0;30.0
Apartamento;Copacabana;2;0;1;122;4400.0;585.0;0.0
Apartamento;Barra da Tijuca;1;1;0;80;5000.0;1100.0;200.0
Apartamento;Leme;1;0;1;90;3500.0;550.0;0.0
Apartamento;Lagoa;4;3;1;210;7200.0;2700.0;0.0
Apartamento;Tijuca;3;1;2;100;2500.0;1300.0;283.0
Apartamento;Tijuca;1;0;0;34;1400.0;251.0;24.0
Apartamento;Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0
Apartamento;Ipanema;3;0;0;85;3450.0;654.0;143.0
Apartamento;Ipanema;3;1;1;120;6500.0;1500.0;450.0
Apartamento;Laranjeiras;1;1;0;57;1800.0;694.0;94.0
Apartamento;Leblon;2;0;0;63;2200.0;900.0;175.0
Apartamento;Engenho de Dentro;2;1;0;66;1000.0;410.0;0.0
Apartamento;Fátima;1;0;0;50;1100.0;558.0;20.0
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2700.0;790.0;200.0
Apartamento;Ipanema;2;1;0;78;3600.0;644.0;128.0
Apartamento;Taquara;2;1;0;70;1000.0;500.0;0.0
Apartamento;Higienópolis;1;0;0;55;750.0;120.0;0.0
Apartamento;Botafogo;2;1;2;84;4230.0;1140.0;202.0
Apartamento;Ipanema;2;1;0;100;4000.0;800.0;86.0
Apartamento;Barra da Tijuca;4;2;1;127;4000.0;1615.0;3335.0
Apartamento;Pechincha;2;1;1;50;950.0;550.0;17.0
Casa;Lagoa;6;1;0;750;18000.0;0.0;1200.0
Apartamento;Inhoaíba;2;1;0;60;650.0;255.0;0.0
Apartamento;Tijuca;2;1;1;97;2500.0;660.0;0.0
Apartamento;Lagoa;3;3;1;220;6000.0;1700.0;600.0
Apartamento;Flamengo;4;1;2;360;12000.0;2500.0;650.0
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0
Apartamento;Santa Teresa;1;1;0;49;1150.0;570.0;28.0
Apartamento;Barra da Tijuca;3;2;1;129;3800.0;1900.0;0.0
Apartamento;Méier;3;1;0;100;1000.0;600.0;100.0
Apartamento;Barra da Tijuca;3;2;1;110;2000.0;1768.0;277.0
Apartamento;Barra da Tijuca;3;1;2;190;5500.0;2850.0;660.0
Casa;Urca;6;5;5;1000;13000.0;0.0;0.0
Apartamento;Copacabana;1;0;0;40;1400.0;539.0;0.0
Apartamento;Barra da Tijuca;3;2;1;300;4000.0;3800.0;8000.0
Apartamento;Rocha;2;1;0;68;1000.0;1000.0;0.0
Apartamento;Leblon;3;1;0;98;4000.0;1240.0;164.0
Apartamento;Tijuca;3;0;0;80;1600.0;350.0;0.0
Apartamento;Barra da Tijuca;3;1;2;100;3500.0;1300.0;276.0
Apartamento;Barra da Tijuca;3;2;3;155;5900.0;1850.0;332.0
Apartamento;Ipanema;3;2;1;80;5700.0;1323.0;365.0
Casa;Campo Grande;2;1;0;80;1200.0;0.0;0.0
Casa de Condomínio;Vargem Grande;2;1;0;61;1450.0;667.0;27.0
Apartamento;Freguesia (Jacarepaguá);2;1;0;59;700.0;475.0;0.0
Apartamento;Ipanema;4;3;3;450;35000.0;5000.0;0.0
Apartamento;Leblon;3;1;1;124;8000.0;2055.0;462.0
Apartamento;Vila Isabel;2;1;1;70;1500.0;695.0;71.0
Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3400.0;540.0
Apartamento;Barra da Tijuca;2;2;2;150;10000.0;3500.0;4000.0
Apartamento;Tijuca;2;1;1;84;2750.0;690.0;182.0
